track,card_id,race_date,breed,name,weight,age,sex,meds_and_equip,jockey,dollar_odds,program_number,post_position,claim_price,start_position,finish_position,finish_time,speed_rating,trainer,owner,win_payoff,place_payoff,show_payoff,weather,distance,race_type,track_conditions
WO ,D,2016-10-10 00:00:00,TB,Royal Del Mar,120,3,F,Lf,L   Contreras,3.0,6.0,6,10000,2.0,4.0,0.0,71.0,Carey Julia,Sergio Lescano,0.0,0.0,0.0,Cloudy,700.0,Claiming,FT
WO ,D,2016-10-10 00:00:00,TB,Iris Will,121,4,M,Lb,G   Olguin,21.65,3.0,3,0,2.0,7.0,0.0,0.0,Marrocco Jason,Ferreira Stables,0.0,0.0,0.0,Showery,900.0,Allowance,GD
WO ,D,2016-10-10 00:00:00,TB,Hardcastle,121,7,G,Lb,S   Singh,56.0,11.0,11,0,7.0,7.0,0.0,75.0,Marrocco Jason,Jason Marrocco,0.0,0.0,0.0,Cloudy,600.0,Allowance,FT
WO ,D,2016-10-10 00:00:00,TB,Dating Sophie,120,3,F,L,I E Mosqueira,62.85,7.0,7,40000,8.0,7.0,0.0,54.0,Birtch Daniel R,Silman Ernest E Birtch Daniel and Birtch Ryan,0.0,0.0,0.0,Cloudy,700.0,Maiden Optional Claiming,FT
WO ,D,2016-10-10 00:00:00,TB,Sunny's Rainbow,118,3,G,L,L   Contreras,5.0,6.0,6,0,7.0,3.0,0.0,94.0,De Paulo Michael P,"Annecchini, Frank and D'Alimonte Holdings, Inc.",0.0,0.0,3.8,Showery,500.0,Allowance,FT
WO ,D,2016-10-10 00:00:00,TB,Niigon's Glory,121,6,G,Lbf,D   Moran,9.85,7.0,7,40000,7.0,3.0,0.0,85.0,Pion Sylvain,4U Thoroughbred Racing Stable Inc,0.0,0.0,4.2,Cloudy,850.0,Claiming,FT
WO ,D,2016-10-10 00:00:00,TB,Colton's Corner,115,2,C,L,O   Moreno,52.1,3.0,3,0,1.0,5.0,0.0,81.0,Attard Sid C,Robert Harvey,0.0,0.0,0.0,Cloudy,700.0,Maiden Special Weight,FT
WO ,D,2016-10-10 00:00:00,TB,Ethanol,121,6,G,L,D   Moran,4.1,5.0,5,0,2.0,1.0,0.0,93.0,Armata Vito,Solo Racing Ltd,10.2,3.7,2.9,Cloudy,600.0,Allowance,FT
WO ,D,2016-10-10 00:00:00,TB,Street Legal,120,2,G,Lb,D   Moran,25.1,6.0,6,0,6.0,4.0,0.0,82.0,Cox Gail,"Menary, John, Cox, Gail and Van Meter II, Thomas F.",0.0,0.0,0.0,Cloudy,650.0,Maiden Special Weight,FT
WO ,D,2016-10-10 00:00:00,TB,Bet On Mike,120,2,C,,J M Campbell,11.55,4.0,4,0,11.0,7.0,0.0,73.0,Attfield Roger L,Iron Horse Performance and Waque David,0.0,0.0,0.0,Cloudy,700.0,Maiden Special Weight,FT
WO ,D,2016-10-10 00:00:00,TB,It's a Breeze,118,2,G,Lv,S P Husbands,82.6,7.0,7,0,7.0,8.0,0.0,69.0,McPherson Alexander F,Hopefield Farm,0.0,0.0,0.0,Cloudy,700.0,Maiden Special Weight,FT
WO ,D,2016-10-10 00:00:00,TB,Monetary System,120,2,C,Lf,D   Moran,28.4,9.0,9,0,6.0,12.0,0.0,55.0,Vella Daniel J,James Perron Racing Stable,0.0,0.0,0.0,Cloudy,700.0,Maiden Special Weight,FT
WO ,D,2016-10-10 00:00:00,TB,Niigon Express,119,5,G,Lb,G   Olguin,41.35,4.0,4,37500,4.0,6.0,0.0,75.0,Richards Lorne,True North Stable,0.0,0.0,0.0,Cloudy,850.0,Claiming,FT
WO ,D,2016-10-10 00:00:00,TB,Coca Inn,121,4,M,L,S   Singh,11.15,8.0,8,0,7.0,6.0,0.0,81.0,Gerl Robert,1824782 Ontario Inc.,0.0,0.0,0.0,Cloudy,500.0,Allowance,FT
WO ,D,2016-10-10 00:00:00,TB,Red At Last,116,2,R,L,E R Da Silva,6.45,6.0,6,40000,6.0,2.0,0.0,79.0,Mattine John,Norseman Racing Stable,0.0,7.0,5.2,Cloudy,650.0,Claiming,FT
WO ,D,2016-10-10 00:00:00,TB,State Jewel,120,3,F,Lb,P   Husbands,3.1,7.0,7,40000,6.0,4.0,0.0,67.0,Casse Mark E,Conrad Farms,0.0,0.0,0.0,Cloudy,850.0,Maiden Optional Claiming,FT
WO ,D,2016-10-10 00:00:00,TB,Hampstead Heath,121,7,G,Lbf,L   Contreras,3.95,2.0,2,20000,5.0,2.0,0.0,101.0,Vella Daniel J,Joey Gee Thoroughbreds,0.0,4.6,3.5,Snowing,850.0,Claiming,FT
WO ,D,2016-10-10 00:00:00,TB,Between Drinks,121,4,G,Lvf,S P Husbands,70.1,3.0,3,19000,5.0,9.0,0.0,71.0,Maynard Desmond,Desmond Maynard,0.0,0.0,0.0,Cloudy,600.0,Claiming,FT
WO ,D,2016-10-10 00:00:00,TB,Rebel Witha Chance,121,4,M,L,D   Moran,5.45,7.0,7,0,3.0,3.0,0.0,86.0,Attard Kevin,"Chesney, Stephen and Hoffman, Cory S.",0.0,0.0,3.5,Showery,850.0,Allowance,FT
WO ,D,2016-10-10 00:00:00,TB,Forest Brother,121,4,G,L,T   Wong,34.75,5.0,5,0,9.0,4.0,0.0,91.0,Regan Timothy,Marc Berzins,0.0,0.0,0.0,Cloudy,800.0,Allowance,GD
WO ,D,2016-10-10 00:00:00,TB,Lion of Judah,121,4,G,Lb,M   Rainford,76.25,9.0,9,10000,4.0,8.0,0.0,66.0,Drake Suzanne M,Silver Duck Racing Stable,0.0,0.0,0.0,Cloudy,600.0,Claiming,FT
WO ,D,2016-10-10 00:00:00,TB,Forest Brother,0,0,,,,0.0,,0,0,0.0,0.0,,,,,0.0,0.0,0.0,Cloudy,800.0,Stakes,GD
WO ,D,2016-10-10 00:00:00,TB,Lake Marion,120,3,F,L,K   Johnson,7.5,3.0,3,32000,8.0,1.0,0.0,84.0,Learn Shane,High Five Racing Moltgen Joseph and Moltgen Steven,17.0,7.3,4.6,Rainy,650.0,Maiden Claiming,FT
WO ,D,2016-10-10 00:00:00,TB,D's Benefaction,118,3,F,Lb,J   Crawford,46.9,4.0,4,30000,2.0,9.0,0.0,47.0,Dominguez Jr Ramon,York Tech Racing Stable,0.0,0.0,0.0,Rainy,650.0,Maiden Claiming,FT
WO ,D,2016-10-10 00:00:00,TB,Third Man In,0,0,,,,0.0,,0,0,0.0,0.0,,,,,0.0,0.0,0.0,Cloudy,600.0,Maiden Claiming,FT
WO ,D,2016-10-10 00:00:00,TB,A. A. Thunder Bay,119,5,G,L,E   Wilson,4.65,11.0,10,7500,5.0,7.0,0.0,74.0,Attard Kevin,A and A Farms,0.0,0.0,0.0,Cloudy,500.0,Claiming,FT
WO ,D,2016-10-10 00:00:00,TB,Summer Magic,118,3,F,L,J I Alderson,11.25,6.0,6,30000,10.0,4.0,0.0,68.0,England Deborah,Douglas J. Reddington,0.0,0.0,0.0,Rainy,650.0,Maiden Claiming,FT
WO ,D,2016-10-10 00:00:00,TB,Uncle B,115,2,C,L,E   Wilson,11.1,3.0,3,0,2.0,2.0,0.0,93.0,Gonzalez Nicholas,"Tucci, Lucio and Gonzalez, Martha K.",0.0,9.8,3.7,Cloudy,600.0,Stakes,FT
WO ,D,2016-10-10 00:00:00,TB,Too Many Egbert's,117,5,G,Lb,J I Alderson,22.65,5.0,5,0,6.0,4.0,0.0,93.0,Ferris Preston,Colleen Beaumier,0.0,0.0,0.0,Cloudy,600.0,Starters Allowance,FT
WO ,D,2016-10-10 00:00:00,TB,Deputy Wanda,121,4,M,Lb,S   Singh,6.55,1.0,1,9500,9.0,3.0,0.0,67.0,Singh Ricky,Sprenger Anita and Sprenger Jon,0.0,0.0,3.0,Rainy,600.0,Maiden Claiming,FT
WO ,D,2016-10-10 00:00:00,TB,Pachi Cruze,122,2,C,Lb,G   Rodriguez,66.8,7.0,7,0,8.0,9.0,0.0,31.0,Morris Neil R,PathFinder Racing,0.0,0.0,0.0,Clear,900.0,Stakes,FT
WO ,D,2016-10-10 00:00:00,TB,Perfect Tay,121,7,G,L,E   Wilson,5.7,2.0,2,32000,6.0,3.0,0.0,91.0,Fairlie Scott H,"Ace Racing Stable, Inc.",0.0,0.0,3.7,Showery,700.0,Claiming,FT
WO ,D,2016-10-10 00:00:00,TB,Niigon's Bay,120,3,F,,R M Hernandez,8.2,4.0,4,0,7.0,4.0,0.0,71.0,Attard Paul,Chiefswood Stable,0.0,0.0,0.0,Cloudy,850.0,Maiden Special Weight,FT
WO ,D,2016-10-10 00:00:00,TB,Tizwar,120,3,F,Lb,S   Singh,70.45,2.0,2,0,2.0,7.0,0.0,65.0,Brnjas Ashlee,Colebrook Farms,0.0,0.0,0.0,Cloudy,850.0,Maiden Special Weight,FT
WO ,D,2016-10-10 00:00:00,TB,Beauty Phil,120,3,F,Lb,E R Da Silva,1.6,8.0,8,10000,2.0,1.0,0.0,70.0,Tiller Robert P,"Frank D. Di Giulio, Jr.",5.2,2.9,2.4,Rainy,600.0,Maiden Claiming,FT
WO ,D,2016-10-10 00:00:00,TB,Too Many Egbert's,0,0,,,,0.0,,0,0,0.0,0.0,,,,,0.0,0.0,0.0,Cloudy,650.0,Claiming,FT
WO ,D,2016-10-10 00:00:00,TB,Scotty's Ego,121,5,R,b,K   Johnson,70.45,1.0,1,0,8.0,11.0,0.0,57.0,Ezra Daryl G,Michelle M Olsson,0.0,0.0,0.0,Cloudy,600.0,Allowance,FT
WO ,D,2016-10-10 00:00:00,TB,Sweet Beatrice,0,0,,,,0.0,,0,0,0.0,0.0,,,,,0.0,0.0,0.0,Cloudy,600.0,Maiden Claiming,FT
WO ,D,2016-10-10 00:00:00,TB,Dr. Harkness,123,7,G,b,K   Johnson,31.85,3.0,2,16000,5.0,5.0,0.0,89.0,Rombis Debra E,Debra E. Rombis,0.0,0.0,0.0,Cloudy,500.0,Claiming,FT
WO ,D,2016-10-10 00:00:00,TB,Klassy Delight,120,3,F,Lb,S   Singh,71.8,2.0,2,0,6.0,6.0,0.0,40.0,Steve Chris,Chris Steve,0.0,0.0,0.0,Cloudy,850.0,Maiden Special Weight,FT
WO ,D,2016-10-10 00:00:00,TB,Executive Five,119,8,G,b,J   Crawford,31.7,8.0,7,15000,4.0,6.0,0.0,84.0,Armata Ross,"S. A. Racing Stable, Inc.",0.0,0.0,0.0,Cloudy,500.0,Claiming,FT
WO ,D,2016-10-10 00:00:00,TB,Battle Castle,118,3,F,Lb,S   Singh,35.15,3.0,3,0,11.0,6.0,0.0,74.0,McClachrie Denyse,McClachrie Denyse Wagman Shale Daris James and Bosscher Gayle,0.0,0.0,0.0,Cloudy,600.0,Allowance,FT
WO ,D,2016-10-10 00:00:00,TB,Scatter the Silver,120,3,F,Lb,S   Ryan,13.7,7.0,5,0,1.0,5.0,0.0,70.0,Attard Sid C,Norseman Racing Stable,0.0,0.0,0.0,Cloudy,850.0,Maiden Special Weight,FT
WO ,D,2016-10-10 00:00:00,TB,Alpine Gathering,117,5,G,L,J I Alderson,18.95,2.0,2,0,2.0,7.0,0.0,68.0,Holder Renaldo,Henry Paravecino,0.0,0.0,0.0,Cloudy,900.0,Starters Allowance,FT
WO ,D,2016-10-10 00:00:00,TB,Carlos Sixes,120,2,C,Lbf,A   Garcia,18.7,3.0,3,0,6.0,3.0,0.0,78.0,Vella Daniel J,Derek Chin,0.0,0.0,7.4,Clear,850.0,Maiden Special Weight,FT
WO ,D,2016-10-10 00:00:00,TB,Redstripeconqueror,113,3,F,Lb,F   Crausaz(5),135.0,6.0,6,9500,10.0,11.0,0.0,44.0,Loney A Radlie,Aston R. Loney,0.0,0.0,0.0,Cloudy,500.0,Maiden Claiming,FT
WO ,D,2016-10-10 00:00:00,TB,Perfect Tay,0,0,,,,0.0,,0,0,0.0,0.0,,,,,0.0,0.0,0.0,Cloudy,700.0,Claiming,FM
WO ,D,2016-10-10 00:00:00,TB,O Wanderlust,118,7,G,Lb,P   Husbands,31.05,5.0,5,0,0.0,5.0,0.0,81.0,Mattine John,Uri Fishman,0.0,0.0,0.0,Rainy,1000.0,Starters Allowance,FT
WO ,D,2016-10-10 00:00:00,TB,dh-Few White Hairs,119,5,G,L,S   Singh,16.8,5.0,4,9500,4.0,5.0,0.0,79.0,DeSouza Bancroft,Latina Racing Stable,0.0,0.0,0.0,Showery,600.0,Claiming,FT
WO ,D,2016-10-10 00:00:00,TB,Dan's Revenge,121,4,G,L,D   Moran,7.9,6.0,5,10000,5.0,3.0,0.0,79.0,Armata Vito,Solo Racing Ltd,0.0,0.0,5.7,Showery,600.0,Claiming,FT
WO ,D,2016-10-10 00:00:00,TB,Defondo,121,4,G,Lbf,A   Garcia,4.2,2.0,2,16000,7.0,6.0,0.0,73.0,Biamonte Ralph J,West Point Thoroughbreds,0.0,0.0,0.0,Showery,850.0,Claiming,FT
WO ,D,2016-10-10 00:00:00,TB,Depeche Chat,119,8,G,Lf,O   Moreno,12.55,3.0,3,15000,6.0,4.0,0.0,82.0,Parente Pat,Centennial Farms (Niagara) Inc.,0.0,0.0,0.0,Showery,850.0,Claiming,FT
WO ,D,2016-10-10 00:00:00,TB,Spin the King,121,5,G,Lb,G   Boulanger,5.6,4.0,4,40000,9.0,8.0,0.0,88.0,Katryan Abraham R,J M Stritzl Stables Inc and The Estate of Josef Stritzl,0.0,0.0,0.0,Cloudy,700.0,Claiming,FM
WO ,D,2016-10-10 00:00:00,TB,For U Ruth,120,2,C,Lb,D   Moran,2.0,1.0,1,20000,2.0,9.0,0.0,5.0,Pion Sylvain,McRae Ron and Robinson Joanne,0.0,0.0,0.0,Cloudy,600.0,Maiden Claiming,FT
WO ,D,2016-10-10 00:00:00,TB,Jademarie,121,4,M,Lbf,L   Contreras,4.0,3.0,3,0,6.0,2.0,0.0,87.0,De Paulo Michael P,Robert Marzilli,0.0,4.1,2.9,Showery,850.0,Allowance,FT
WO ,D,2016-10-10 00:00:00,TB,Miss Metropolitan,115,3,F,L,S   Ryan,31.95,1.0,1,0,4.0,6.0,0.0,66.0,Biamonte Ralph J,Brad Auger,0.0,0.0,0.0,Cloudy,900.0,Stakes,GD
WO ,D,2016-10-10 00:00:00,TB,Phoebe's Court,120,3,F,L,J V Bridgmohan,8.95,12.0,11,8000,2.0,3.0,0.0,68.0,Dominguez Jr Ramon,Debra J Ehrat,0.0,0.0,6.5,Cloudy,650.0,Maiden Claiming,FT
WO ,D,2016-10-10 00:00:00,TB,Magic Skys,120,3,F,Lb,J M Campbell,19.15,3.0,3,0,3.0,4.0,0.0,61.0,Banach Darwin D,Walter M. Banach,0.0,0.0,0.0,Cloudy,850.0,Maiden Special Weight,FT
WO ,D,2016-10-10 00:00:00,TB,Past the Stars,120,2,C,L,E   Wilson,1.75,8.0,8,20000,3.0,5.0,0.0,63.0,Griffith Ricky,Debmar Stables,0.0,0.0,0.0,Cloudy,700.0,Maiden Claiming,FT
WO ,D,2016-10-10 00:00:00,TB,Third Man In,0,0,,,,0.0,,0,0,0.0,0.0,,,,,0.0,0.0,0.0,Cloudy,700.0,Maiden Claiming,FT
WO ,D,2016-10-10 00:00:00,TB,Lillz Pearl,121,5,G,Lb,J   McAleney,2.35,3.0,3,0,3.0,1.0,0.0,93.0,Singh Ricky,Ricky Singh,6.7,4.6,3.0,Cloudy,500.0,Allowance,FT
WO ,D,2016-10-10 00:00:00,TB,Got Pump,121,4,M,L,S   Chernetz,57.95,2.0,2,9500,4.0,7.0,0.0,51.0,Smith Robert Charles,Hoad Lindsey L and Weaver Sydney,0.0,0.0,0.0,Cloudy,500.0,Maiden Claiming,FT
WO ,D,2016-10-10 00:00:00,TB,Starling's Law,121,4,G,L,S   Ryan,22.45,3.0,3,25000,1.0,2.0,0.0,91.0,Potts Jr Ron G,The Elkstone Group LLC,0.0,14.1,6.0,Rainy,600.0,Claiming,FT
WO ,D,2016-10-10 00:00:00,TB,Waubaushene,118,2,G,L,J   Crawford,1.9,4.0,2,0,3.0,2.0,0.0,71.0,Chubb Beverley,Beverley Chubb,0.0,3.0,0.0,Cloudy,700.0,Allowance,FT
WO ,D,2016-10-10 00:00:00,TB,Lookingforanewspot,118,3,F,Lb,D   Moran,27.7,5.0,5,0,3.0,10.0,0.0,63.0,Buttigieg Paul M,Buttigieg Training Centre,0.0,0.0,0.0,Cloudy,600.0,Allowance,FT
WO ,D,2016-10-10 00:00:00,TB,Beauty Phil,0,0,,,,0.0,,0,0,0.0,0.0,,,,,0.0,0.0,0.0,Cloudy,650.0,Maiden Claiming,FT
WO ,D,2016-10-10 00:00:00,TB,The Doctor,117,2,G,Lbf,J I Alderson,2.15,6.0,6,20000,5.0,6.0,0.0,58.0,Colbourne Gordon C,"Box Arrow Farm and Colbourne, G.",0.0,0.0,0.0,Cloudy,700.0,Maiden Claiming,FT
WO ,D,2016-10-11 00:00:00,TB,Mizz Feebie,118,3,F,L,M   Pinto,36.6,1.0,1,7500,2.0,10.0,0.0,43.0,Neubauer Michaela,R.M.C. Stable,0.0,0.0,0.0,Cloudy,850.0,Maiden Claiming,FT
WO ,D,2016-10-11 00:00:00,TB,Ufeelthiscornelius,114,5,M,Lb,F   Crausaz(5),58.5,2.0,2,7500,5.0,9.0,0.0,48.0,Keen Howard,Six Brothers Stable,0.0,0.0,0.0,Rainy,500.0,Claiming,FT
WO ,D,2016-10-11 00:00:00,TB,Roxy's Vision,120,3,G,Lb,T   Wong,17.95,1.0,1,20000,6.0,1.0,0.0,102.0,Black Ian,"Ellie Boje Farm and MacLellan, Jim and Jean",37.9,16.1,9.3,Cloudy,700.0,Claiming,FT
WO ,D,2016-10-11 00:00:00,TB,In the Old Days,121,4,G,Lb,E   Wilson,6.35,3.0,3,10000,5.0,9.0,0.0,69.0,Tiller Robert P,"Frank D. Di Giulio, Jr.",0.0,0.0,0.0,Cloudy,850.0,Claiming,FT
WO ,D,2016-10-11 00:00:00,TB,Van Goghs Earlobe,121,5,G,L,D   Johnson,154.1,11.0,11,10000,3.0,14.0,0.0,56.0,Smith Robert Charles,Crowdclaim Inc,0.0,0.0,0.0,Cloudy,850.0,Claiming,FT
WO ,D,2016-10-11 00:00:00,TB,Vincenzo the Bull,123,5,G,Lbf,J   Crawford(5),37.5,5.0,5,20000,8.0,11.0,0.0,58.0,Cappuccitti Larry,A and G Racing Stable,0.0,0.0,0.0,Clear,700.0,Claiming,FT
WO ,D,2016-10-11 00:00:00,TB,In Front I Am,121,4,G,b,K   Johnson,65.25,8.0,8,10000,14.0,12.0,0.0,55.0,Rombis Debra E,Debra E. Rombis,0.0,0.0,0.0,Cloudy,700.0,Claiming,FT
WO ,D,2016-10-11 00:00:00,TB,Lo and Behold,120,4,M,Lb,M Z Buchanan,70.5,11.0,11,9500,1.0,5.0,0.0,68.0,Newland George,Malcom Alderson,0.0,0.0,0.0,Cloudy,600.0,Claiming,FT
WO ,D,2016-10-11 00:00:00,TB,High Society,121,4,G,Lb,S   Callaghan,33.45,1.0,1,10000,7.0,7.0,0.0,68.0,Brnjas Ashlee,Colebrook Farms,0.0,0.0,0.0,Cloudy,900.0,Claiming,FT
WO ,D,2016-10-11 00:00:00,TB,Hawks Got Fire,119,6,G,bfy,S   Callaghan(5),46.05,13.0,13,9500,2.0,14.0,0.0,50.0,Glennon Darren C,"Rainbow End Racing Stable, House, Ronald K. and Cristello, T.",0.0,0.0,0.0,Cloudy,600.0,Claiming,FT
WO ,D,2016-10-11 00:00:00,TB,Judith's Angelbaby,113,3,F,L,K   Pizarro(5),101.4,6.0,6,20000,8.0,8.0,0.0,56.0,Tyler Anthony A,Julie Ayres,0.0,0.0,0.0,Cloudy,600.0,Claiming,FT
WO ,D,2016-10-11 00:00:00,TB,Leen and Classy,118,3,F,bf,J V Bridgmohan,19.65,2.0,2,10000,3.0,8.0,0.0,54.0,Cole Krista,Latina Racing Stable,0.0,0.0,0.0,Cloudy,600.0,Claiming,FT
WO ,D,2016-10-11 00:00:00,TB,Bullet Trajectory,122,4,M,bf,H M Vanek,73.45,1.0,1,9500,5.0,9.0,0.0,44.0,Robillard Julie,Bruno Schickedanz,0.0,0.0,0.0,Cloudy,600.0,Claiming,FT
WO ,D,2016-10-11 00:00:00,TB,Trajectamax,119,9,G,L,T   Maragh,126.25,9.0,9,9500,4.0,9.0,0.0,62.0,Parro Sam,Sam Parro,0.0,0.0,0.0,Rainy,600.0,Claiming,FT
WO ,D,2016-10-11 00:00:00,TB,Ring for Maddie,0,0,,,,0.0,,0,0,0.0,0.0,,,,,0.0,0.0,0.0,Cloudy,700.0,Claiming,FT
WO ,D,2016-10-11 00:00:00,TB,Vinolicious,119,4,M,L,S   Callaghan,33.7,5.0,5,9500,4.0,12.0,0.0,49.0,Cardella John,"Cooper, Paul and Cardella, John",0.0,0.0,0.0,Rainy,600.0,Claiming,FT
WO ,D,2016-10-11 00:00:00,TB,Moroccan Dream,118,3,G,L,K   Johnson,66.6,12.0,12,10000,1.0,13.0,0.0,58.0,Ladouceur Harold,Knight Ross and Ladouceur Jacob,0.0,0.0,0.0,Rainy,600.0,Claiming,FT
WO ,D,2016-10-11 00:00:00,TB,Dupes,118,7,G,Lb,K   Johnson,41.9,1.0,1,0,6.0,1.0,0.0,83.0,Patton Kathy,Connie Patton,85.8,17.6,8.9,Cloudy,900.0,Starters Allowance,FT
WO ,D,2016-10-11 00:00:00,TB,Malibu Wood,121,4,H,Lf,S P Husbands,19.0,8.0,8,37500,8.0,7.0,0.0,74.0,Neubauer Michaela,Charles E. Fipke,0.0,0.0,0.0,Cloudy,850.0,Claiming,FT
WO ,D,2016-10-11 00:00:00,TB,Moosetoupsjaabar,0,0,,,,0.0,,0,0,0.0,0.0,,,,,0.0,0.0,0.0,Cloudy,600.0,Claiming,FT
WO ,D,2016-10-11 00:00:00,TB,Bold Cry,119,6,G,Lbf,J   Crawford,28.0,2.0,2,6000,7.0,8.0,0.0,65.0,DeSouza Bancroft,Latina Racing Stable,0.0,0.0,0.0,Cloudy,700.0,Claiming,FT
WO ,D,2016-10-11 00:00:00,TB,Moosetoupsjaabar,114,6,G,Lb,F   Crausaz(5),111.85,8.0,8,6000,12.0,13.0,0.0,51.0,Blake Michael J,Ascot Stud and Symonds Brent E,0.0,0.0,0.0,Cloudy,700.0,Claiming,FT
WO ,D,2016-10-11 00:00:00,TB,Hesa Big Dude,119,6,G,Lf,E   Ramsammy,46.95,11.0,11,6000,1.0,10.0,0.0,61.0,Ladouceur Harold,Ross Knight,0.0,0.0,0.0,Cloudy,700.0,Claiming,FT
WO ,D,2016-10-11 00:00:00,TB,Golden Ridge,119,7,H,Lbf,C   Griffith,35.2,5.0,5,7500,4.0,9.0,0.0,75.0,Simms John,Deborah Fletcher,0.0,0.0,0.0,Rainy,850.0,Claiming,FT
WO ,D,2016-10-11 00:00:00,TB,Trajectamax,0,0,,,,0.0,,0,0,0.0,0.0,,,,,0.0,0.0,0.0,Cloudy,700.0,Claiming,FT
WO ,D,2016-10-11 00:00:00,TB,Flying Echo,118,7,G,Lf,S   Singh,50.05,5.0,5,0,5.0,6.0,0.0,69.0,Chudobiak Gary,Gary Chudobiak,0.0,0.0,0.0,Cloudy,900.0,Starters Allowance,FT
WO ,D,2016-10-11 00:00:00,TB,Olympic Bid,120,4,H,Lb,G   Boulanger,8.5,6.0,6,0,7.0,5.0,0.0,77.0,Halden Rachel,Hillsbrook Farms,0.0,0.0,0.0,Cloudy,900.0,Starters Allowance,FT
WO ,D,2016-10-11 00:00:00,TB,Schomberg,121,4,H,Lbf,T   Maragh,11.9,5.0,5,10000,9.0,12.0,0.0,61.0,Baker Reade,"Jus Luk Stable, Mah, Richard and Reade Baker Racing Stable, Inc.",0.0,0.0,0.0,Cloudy,600.0,Claiming,FT
WO ,D,2016-10-11 00:00:00,TB,Ring for Maddie,119,5,M,L,D   Moran,36.1,3.0,3,9500,4.0,4.0,0.0,68.0,Belaire Conrad A,James Mort Hardy,0.0,0.0,0.0,Cloudy,600.0,Claiming,FT
WO ,D,2016-10-12 00:00:00,TB,Bangkok,119,5,G,L,E   Wilson,8.6,3.0,3,0,0.0,3.0,0.0,106.0,Gracey W Phillip,"Wood, Gail and Barbour, Ruth",0.0,0.0,4.1,Cloudy,1300.0,Allowance,FT
WO ,D,2016-10-12 00:00:00,TB,Aldous Snow,121,7,G,Lbf,E R Da Silva,1.15,5.0,5,0,0.0,1.0,0.0,106.0,Pierce Malcolm,Sam-Son Farm,4.3,2.9,2.5,Cloudy,1300.0,Allowance,FT
WO ,D,2016-10-12 00:00:00,TB,Alturist,118,3,G,Lb,I E Mosqueira,13.85,4.0,4,10000,3.0,5.0,0.0,71.0,Mattine John,Norseman Racing Stable,0.0,0.0,0.0,Cloudy,700.0,Claiming,FT
WO ,D,2016-10-12 00:00:00,TB,Mr. Bandulou,119,4,G,Lbf,S R Bahen,72.35,3.0,3,9500,4.0,7.0,0.0,65.0,Fung Paul,Janet Yee,0.0,0.0,0.0,Cloudy,700.0,Claiming,FT
WO ,D,2016-10-12 00:00:00,TB,English Illusion,118,3,G,Lb,A   Garcia,2.7,1.0,1,0,0.0,6.0,0.0,98.0,Vella Daniel J,Sangreal Investments LLC,0.0,0.0,0.0,Cloudy,1300.0,Allowance,FT
WO ,D,2016-10-12 00:00:00,TB,Bombita,118,3,F,Lb,J M Campbell,6.55,10.0,10,7500,7.0,3.0,0.0,63.0,Huarte Frank,Ruvee Stables,0.0,0.0,3.9,Cloudy,850.0,Maiden Claiming,FT
WO ,D,2016-10-12 00:00:00,TB,Bear's Romeo,119,5,G,L,C   Defreitas,17.3,8.0,8,6000,3.0,4.0,0.0,67.0,Delorey Laura,Laura Kate Delorey,0.0,0.0,0.0,Cloudy,600.0,Claiming,FT
WO ,D,2016-10-12 00:00:00,TB,Bid's Kid,113,3,F,L,A D Auger(5),50.3,6.0,6,7500,1.0,8.0,0.0,57.0,Delmas Analisa M,Fieldstone Farms,0.0,0.0,0.0,Cloudy,850.0,Maiden Claiming,FT
WO ,D,2016-10-12 00:00:00,TB,Asterism,120,3,G,Lb,K   Johnson,2.8,1.0,1,8000,5.0,6.0,0.0,62.0,O'Connor David M,Bloom Racing Stable,0.0,0.0,0.0,Cloudy,850.0,Maiden Claiming,FT
WO ,D,2016-10-12 00:00:00,TB,Duffins,119,5,M,L,J V Bridgmohan,7.8,5.0,4,9500,7.0,6.0,0.0,63.0,DeSouza Bancroft,Bancroft E. DeSouza,0.0,0.0,0.0,Cloudy,600.0,Claiming,FT
WO ,D,2016-10-12 00:00:00,TB,Star Vixen,123,4,M,Lb,S R Bahen,3.05,6.0,5,8000,6.0,7.0,0.0,63.0,Halden Rachel,Rachel Halden,0.0,0.0,0.0,Cloudy,650.0,Maiden Claiming,FT
WO ,D,2016-10-12 00:00:00,TB,Shelbysmile,116,3,F,L,D   Moran,8.3,2.0,2,0,3.0,1.0,0.0,95.0,Walsh Brendan P,Detemple Marc and Crystal Lane Racing LLC,18.6,7.5,5.5,Cloudy,800.0,Stakes,GD
WO ,D,2016-10-12 00:00:00,TB,Snippets of Time,119,6,M,Lf,D   Johnson,59.9,2.0,2,7500,8.0,8.0,0.0,65.0,Colbourne Gordon C,Gordon C. Colbourne,0.0,0.0,0.0,Cloudy,500.0,Claiming,FT
WO ,D,2016-10-12 00:00:00,TB,Splendid Glory,121,4,M,L,T   Husbands,28.6,6.0,6,8000,2.0,6.0,0.0,75.0,Ladouceur Harold,Jessie L. Ladouceur,0.0,0.0,0.0,Cloudy,500.0,Claiming,FT
WO ,D,2016-10-12 00:00:00,TB,Rail City,119,4,G,Lb,D   Moran,27.05,1.0,1,9500,12.0,2.0,0.0,77.0,Burry Lisa,"Everatt, James and Janeane",0.0,22.2,14.3,Cloudy,850.0,Claiming,FT
